id,model_number,type,description,aesthetic,dimensions,finish,supplied_accessories,optional_accessories,safety,power,warranty,status,created_at,updated_at,slug,notes,ean,cover_image,price,noise,defrost,lighting,nb_drawers,nb_shelves,accessories,star_rating,nb_of_drawers,gross_capacity,energy_consumption,features
175,FAB32BKR7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32bkr7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
176,FAB32BLS7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32bls7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
177,FAB32BL7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32bl7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
178,FAB32BS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32bs,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
179,FAB32BS/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32bs-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
180,FAB32C,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32c,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
181,FAB32C/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32c-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
182,FAB32CS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32cs,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
183,FAB32CS/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32cs-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
184,FAB32G,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32g,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
185,FAB32G/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32g-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
186,FAB32GS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32gs,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
187,FAB32GS/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32gs-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
188,FAB32L,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32l,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
189,FAB32L/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32l-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
190,FAB32LAZN1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lazn1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
191,FAB32LB,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lb,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
192,FAB32LB/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lb-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
193,FAB32LBENA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lbena1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
194,FAB32LBKNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lbkna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
195,FAB32LBLNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lblna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
196,FAB32LBLN1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lbln1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
197,FAB32LBN1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lbn1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
198,FAB32LBS/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lbs-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
199,FAB32LCRNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lcrna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
200,FAB32LLINA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32llina1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
201,FAB32LNEN1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lnen1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
202,FAB32LON1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lon1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
203,FAB32LORNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lorna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
204,FAB32LPBNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lpbna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
205,FAB32LPGNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lpgna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
206,FAB32LPKNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lpkna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
207,FAB32LPN1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lpn1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
208,FAB32LRDNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lrdna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
209,FAB32LRN1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lrn1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
210,FAB32LRON1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lron1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
211,FAB32LS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32ls,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
212,FAB32LS/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32ls-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
213,FAB32LSVNA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32lsvna1,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
